,Accident_Index,Location_Easting_OSGR,Location_Northing_OSGR,Longitude,Latitude,Police_Force,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Date,Day_of_Week,Time,Local_Authority_(District),Local_Authority_(Highway),1st_Road_Class,1st_Road_Number,Road_Type,Speed_limit,Junction_Detail,Junction_Control,2nd_Road_Class,2nd_Road_Number,Pedestrian_Crossing-Human_Control,Pedestrian_Crossing-Physical_Facilities,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Special_Conditions_at_Site,Carriageway_Hazards,Urban_or_Rural_Area,Did_Police_Officer_Attend_Scene_of_Accident,LSOA_of_Accident_Location
44472,2019136C90989,410319.0,439941.0,-1.844611,53.855610999999996,13,2,1,1,09/12/2019,2,15:04,200,E08000032,6,0,6,30,0,-1,-1,0,0,4,1,1,1,0,0,2,1,E01010578
44473,2019136C91011,414081.0,431454.0,-1.7878040000000002,53.77924399999999,13,3,1,1,09/12/2019,2,15:19,200,E08000032,6,0,6,30,9,1,6,0,2,4,1,1,1,0,0,1,1,E01010663
44475,2019136C91039,415813.0,433457.0,-1.7614189999999998,53.797197,13,3,2,1,09/12/2019,2,15:10,200,E08000032,4,6144,6,30,0,-1,-1,0,0,4,1,1,1,0,0,1,2,E01033691
44484,2019136CA1185,410897.0,432890.0,-1.83607,53.792226,13,3,1,1,10/12/2019,3,16:10,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,4,1,2,0,0,1,1,E01010796
44485,2019136CA1216,417404.0,436493.0,-1.737096,53.824434,13,3,2,3,10/12/2019,3,12:16,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,2,2,0,0,1,2,E01010604
44489,2019136CA1384,413573.0,433845.0,-1.7954080000000001,53.800746999999994,13,3,2,1,10/12/2019,3,17:30,200,E08000032,6,0,1,30,1,4,6,0,0,0,4,8,2,0,0,1,1,E01010630
44490,2019136CA1438,406040.0,441344.0,-1.9096360000000001,53.868287,13,2,1,1,10/12/2019,3,18:09,200,E08000032,3,629,6,30,3,1,6,0,2,4,4,5,2,0,0,1,1,E01010710
44494,2019136CB0210,419212.0,430831.0,-1.7099810000000002,53.773481999999994,13,3,1,1,11/12/2019,4,06:55,200,E08000032,6,0,6,20,3,4,6,0,0,0,4,1,1,0,0,1,1,E01010820
44495,2019136CB0242,414385.0,437405.0,-1.7829150000000002,53.832723,13,3,1,1,11/12/2019,4,16:05,200,E08000032,6,0,6,30,3,4,6,0,0,1,4,1,1,0,0,1,2,E01010788
44497,2019136CB0586,415788.0,430661.0,-1.761941,53.772068000000004,13,3,2,2,11/12/2019,4,11:20,200,E08000032,3,6177,2,30,6,2,3,614,0,0,1,1,2,0,0,1,1,E01010745
44498,2019136CB0741,413249.0,430922.0,-1.800452,53.774483999999994,13,3,2,1,11/12/2019,4,12:45,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,1,2,0,0,1,1,E01010762
44501,2019136CB1131,416133.0,446966.0,-1.755857,53.918604,13,2,1,1,11/12/2019,4,15:41,200,E08000032,3,660,3,70,1,4,6,0,0,0,4,1,2,0,0,2,1,E01010768
44510,2019136CC0200,414063.0,445995.0,-1.7874169999999998,53.909936,13,2,1,1,12/12/2019,5,06:35,200,E08000032,6,0,6,50,0,-1,-1,0,0,0,6,1,4,0,0,2,1,E01010770
44514,2019136CC0789,416351.0,434888.0,-1.753177,53.810042,13,3,2,2,12/12/2019,5,14:00,200,E08000032,3,6177,3,30,6,2,6,0,2,5,1,1,2,0,0,1,1,E01010599
44515,2019136CC1106,411471.0,437779.0,-1.827176,53.836156,13,1,1,1,12/12/2019,5,15:58,200,E08000032,4,6265,6,40,3,4,6,0,0,8,1,2,2,0,0,1,1,E01010588
44520,2019136CC1403,417319.0,432951.0,-1.7385849999999998,53.792602,13,2,1,1,12/12/2019,5,18:20,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,4,1,2,0,0,1,1,E01010613
44521,2019136CC1477,406502.0,441576.0,-1.9026049999999999,53.870367,13,2,1,1,12/12/2019,5,19:00,200,E08000032,6,0,6,20,0,-1,-1,0,0,0,4,2,2,0,0,1,1,E01010700
44525,2019136CD0879,411749.0,447684.0,-1.8225770000000001,53.925173,13,2,1,1,13/12/2019,6,13:50,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01010695
44529,2019136CD1164,415768.0,432574.0,-1.7621470000000001,53.789262,13,3,1,1,12/12/2019,5,18:30,200,E08000032,3,647,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,2,E01010834
44531,2019136CD1446,417653.0,434858.0,-1.733407,53.809731000000006,13,3,1,1,13/12/2019,6,18:10,200,E08000032,3,6177,6,30,6,4,6,0,0,0,4,5,2,0,0,1,1,E01010828
44532,2019136CD1455,411149.0,438452.0,-1.8320450000000001,53.842211,13,2,1,1,13/12/2019,6,18:15,200,E08000032,4,6265,6,40,3,4,6,0,0,8,4,1,1,0,0,1,2,E01010585
44537,2019136CE0735,407250.0,433040.0,-1.891427,53.793637,13,3,1,1,14/12/2019,7,07:35,200,E08000032,3,629,6,30,0,-1,-1,0,0,0,1,1,4,0,0,2,1,E01010595
44539,2019136CE1033,414397.0,432718.0,-1.78295,53.790595999999994,13,3,1,1,14/12/2019,7,14:20,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,2,2,0,2,1,1,E01010837
44540,2019136CE1051,416461.0,439510.0,-1.7512599999999998,53.851581,13,3,1,1,14/12/2019,7,07:45,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,2,E01010576
44542,2019136CE1519,402939.0,438838.0,-1.9568159999999999,53.84579,13,3,2,1,14/12/2019,7,17:55,200,E08000032,6,0,6,30,3,4,4,6143,0,0,4,1,1,0,0,1,2,E01010862
44543,2019136CE1970,415195.0,432476.0,-1.7708490000000001,53.788398,13,2,1,1,14/12/2019,7,22:30,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01010836
44546,2019136CF0440,406595.0,441399.0,-1.9011939999999998,53.868775,13,2,2,1,16/12/2019,2,07:10,200,E08000032,3,6035,6,30,3,4,6,0,0,5,4,2,2,0,2,1,1,E01010700
44548,2019136CF0743,419276.0,430148.0,-1.709052,53.767341,13,3,3,2,15/12/2019,1,07:15,200,E08000032,3,650,6,30,3,2,6,0,0,5,1,1,1,0,0,1,1,E01010814
44550,2019136CF1352,406829.0,441968.0,-1.897623,53.873886,13,2,1,4,15/12/2019,1,17:40,200,E08000032,3,650,6,30,0,-1,-1,0,0,0,4,1,2,4,0,1,1,E01010700
44557,2019136CG1300,414266.0,434483.0,-1.7848580000000003,53.806463,13,2,1,1,16/12/2019,2,16:48,200,E08000032,6,0,6,30,3,4,6,0,0,0,4,1,2,0,0,1,1,E01010808
44558,2019136CG1310,415367.0,437561.0,-1.767987,53.834097,13,3,3,1,16/12/2019,2,16:51,200,E08000032,4,6149,6,30,3,2,3,657,0,0,4,8,2,0,0,1,1,E01010782
44559,2019136CG1345,411239.0,438170.0,-1.830688,53.839675,13,3,1,1,16/12/2019,2,17:00,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01010596
44566,2019136CH0285,410637.0,439592.0,-1.8397880000000002,53.852468,13,3,2,2,17/12/2019,3,07:33,200,E08000032,3,650,3,50,0,-1,-1,0,0,0,4,1,2,0,0,1,1,E01010578
44572,2019136CH1164,415078.0,431089.0,-1.772692,53.775936,13,3,3,2,17/12/2019,3,16:12,200,E08000032,3,6177,6,30,6,2,6,0,0,4,4,1,1,0,0,1,1,E01010739
44575,2019136CH1478,406836.0,441380.0,-1.89753,53.868601,13,3,2,1,17/12/2019,3,19:00,200,E08000032,6,0,6,30,3,4,6,0,0,0,4,2,2,0,0,1,1,E01010700
44582,2019136CI1516,415080.0,437637.0,-1.772344,53.834788,13,3,1,1,18/12/2019,4,,200,E08000032,3,657,6,30,0,-1,-1,0,0,0,4,1,2,0,0,1,1,E01010782
44583,2019136CI1548,415052.0,434360.0,-1.772929,53.805336,13,2,1,1,18/12/2019,4,19:14,200,E08000032,3,6177,6,30,0,-1,-1,0,0,4,4,2,2,0,0,1,1,E01010840
44589,2019136CJ0524,405708.0,440884.0,-1.914693,53.86415699999999,13,3,1,1,19/12/2019,5,10:40,200,E08000032,4,6143,6,30,9,4,6,0,0,1,1,1,1,0,0,1,1,E01010711
44592,2019136CJ1279,413878.0,431255.0,-1.790893,53.777460999999995,13,3,2,1,20/12/2019,6,16:34,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,4,1,2,0,0,1,1,E01010665
44594,2019136CJ1358,415882.0,433949.0,-1.760347,53.80161700000001,13,3,1,1,19/12/2019,5,17:35,200,E08000032,3,650,6,30,0,-1,-1,0,0,4,4,2,2,0,0,1,1,E01033693
44604,2019136CK1664,417718.0,437620.0,-1.732262,53.834553,13,3,2,2,20/12/2019,6,19:23,200,E08000032,6,0,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,E01010690
44607,2019136CK1753,419042.0,437281.0,-1.7121650000000002,53.83146,13,3,1,1,20/12/2019,6,19:57,200,E08000032,3,658,6,30,6,2,3,657,0,5,4,2,2,0,2,1,1,E01010689
44615,2019136CL1370,403325.0,438413.0,-1.950954,53.84196800000001,13,3,1,1,21/12/2019,7,17:01,200,E08000032,6,0,6,60,0,-1,-1,0,0,0,5,1,2,0,0,1,1,E01010863
44616,2019136CL1403,415006.0,430092.0,-1.7738330000000002,53.766977000000004,13,2,1,1,21/12/2019,7,17:19,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,4,1,2,0,0,1,1,E01010847
44617,2019136CL1420,405918.0,441258.0,-1.9114919999999997,53.867516,13,3,1,1,21/12/2019,7,17:15,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,2,E01010710
44638,2019136CP0321,409854.0,431280.0,-1.851953,53.777776,13,3,2,2,25/12/2019,4,05:00,200,E08000032,6,0,6,60,3,4,6,0,0,0,6,1,2,0,0,2,1,E01010796
44645,2019136CR0143,415349.0,434790.0,-1.768398,53.809192,13,2,1,1,27/12/2019,6,01:39,200,E08000032,6,0,6,30,3,4,6,0,0,0,4,2,2,0,0,1,1,E01010679
44646,2019136CR0884,413908.0,434585.0,-1.790289,53.807389,13,3,2,2,27/12/2019,6,12:00,200,E08000032,4,6144,6,30,3,2,6,0,0,4,1,1,1,0,0,1,2,E01010804
44647,2019136CR0897,414272.0,432625.0,-1.784852,53.789763,13,3,2,2,27/12/2019,6,13:42,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01010837
44649,2019136CR1415,416384.0,433219.0,-1.752764,53.795041000000005,13,3,1,1,27/12/2019,6,17:45,200,E08000032,6,0,2,20,0,-1,-1,0,0,0,4,1,2,0,0,1,1,E01033690
44650,2019136CR2099,415211.0,432487.0,-1.7706060000000001,53.788497,13,2,2,1,27/12/2019,6,23:45,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,4,1,2,0,0,1,1,E01010836
44658,2019136CT1224,414657.0,436490.0,-1.7788259999999998,53.824491,13,3,2,1,29/12/2019,1,16:52,200,E08000032,3,650,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,E01010789
44660,2019136CT1457,406199.0,442184.0,-1.907201,53.875834999999995,13,3,1,1,30/12/2019,2,19:06,200,E08000032,4,6265,1,30,1,4,6,0,0,0,4,1,1,0,0,1,1,E01010727
44663,2019136CU0568,410720.0,447541.0,-1.8382509999999999,53.92391,13,3,1,1,30/12/2019,2,12:18,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01010697
44665,2019136CU0969,414168.0,434455.0,-1.7863470000000001,53.806214000000004,13,3,2,1,30/12/2019,2,12:30,200,E08000032,4,6144,1,30,1,4,6,0,0,0,1,1,2,0,0,1,2,E01010809
44671,2019137141255,414670.0,434882.0,-1.778704,53.810038,13,3,1,1,31/12/2019,3,11:30,200,E08000032,6,0,6,30,9,4,6,0,0,0,1,1,1,0,0,1,2,E01010807
