,Accident_Index,Location_Easting_OSGR,Location_Northing_OSGR,Longitude,Latitude,Police_Force,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Date,Day_of_Week,Time,Local_Authority_(District),Local_Authority_(Highway),1st_Road_Class,1st_Road_Number,Road_Type,Speed_limit,Junction_Detail,Junction_Control,2nd_Road_Class,2nd_Road_Number,Pedestrian_Crossing-Human_Control,Pedestrian_Crossing-Physical_Facilities,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Special_Conditions_at_Site,Carriageway_Hazards,Urban_or_Rural_Area,Did_Police_Officer_Attend_Scene_of_Accident,LSOA_of_Accident_Location
42729,20191366R0138,405284.0,448968.0,-1.9210040000000002,53.936818,13,3,1,2,01/07/2019,2,02:43,200,E08000032,3,6034,6,60,0,-1,-1,0,0,0,6,7,1,0,0,2,1,E01010642
42735,20191366R1011,413962.0,438156.0,-1.7893080000000001,53.839484,13,3,1,1,27/06/2019,5,14:25,200,E08000032,6,0,6,20,8,4,6,0,0,0,1,1,1,0,0,1,1,E01033694
42736,20191366R1060,415358.0,437579.0,-1.768123,53.834258999999996,13,3,2,1,27/06/2019,5,13:30,200,E08000032,6,0,6,30,3,2,3,657,2,5,1,1,1,0,0,1,2,E01010782
42739,20191366R1382,404189.0,446192.0,-1.93772,53.911878,13,3,2,1,27/06/2019,5,16:40,200,E08000032,6,0,6,30,3,4,3,6034,0,0,1,1,1,0,0,2,2,E01010639
42740,20191366R1569,412737.0,429713.0,-1.80827,53.763630000000006,13,2,2,1,27/06/2019,5,18:20,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01033695
42742,20191366S0523,419140.0,433847.0,-1.7108880000000002,53.800592,13,3,2,1,28/06/2019,6,09:03,200,E08000032,4,6381,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,E01010627
42743,20191366S0694,419005.0,433366.0,-1.712967,53.796274,13,3,1,2,28/06/2019,6,11:36,200,E08000032,3,647,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01010619
42744,20191366S0754,411998.0,447831.0,-1.8187799999999998,53.926489000000004,13,2,1,1,28/06/2019,6,12:06,200,E08000032,6,0,6,30,6,4,6,0,0,0,1,1,1,0,0,1,1,E01010695
42749,20191366S1199,418100.0,433146.0,-1.726718,53.794328,13,3,1,1,28/06/2019,6,15:45,200,E08000032,6,0,6,20,3,4,6,0,0,0,1,1,1,0,0,1,1,E01010624
42751,20191366S1248,415444.0,430869.0,-1.76715,53.773948,13,3,2,1,28/06/2019,6,16:15,200,E08000032,3,6177,6,30,3,4,6,0,0,5,1,1,1,0,0,1,1,E01010740
42753,20191366S1336,415325.0,438309.0,-1.768588,53.840821,13,3,2,2,28/06/2019,6,16:47,200,E08000032,4,6151,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01010571
42754,20191366S1375,413531.0,433861.0,-1.7960450000000001,53.800892000000005,13,2,1,1,28/06/2019,6,17:00,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01010630
42755,20191366S1523,413524.0,433861.0,-1.796152,53.800892000000005,13,3,1,1,28/06/2019,6,18:05,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01010630
42766,20191366T1728,406039.0,441341.0,-1.9096509999999998,53.86826,13,3,1,1,28/06/2019,6,18:00,200,E08000032,3,629,3,30,3,2,6,0,0,4,1,1,1,0,0,1,2,E01010710
42770,20191366T2300,414985.0,431014.0,-1.7741069999999999,53.775264,13,3,1,1,29/06/2019,7,23:00,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01010852
42771,20191366U0475,407111.0,433406.0,-1.893529,53.796928,13,2,1,1,30/06/2019,1,06:30,200,E08000032,3,644,6,40,3,4,6,0,0,0,1,1,1,0,0,2,1,E01010595
42774,20191366U1260,419219.0,433828.0,-1.7096900000000002,53.80041800000001,13,3,1,1,30/06/2019,1,00:30,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01010627
42777,2019136710299,414539.0,439067.0,-1.7804970000000002,53.84765600000001,13,3,1,1,01/07/2019,2,07:58,200,E08000032,6,0,6,20,3,1,6,0,0,0,1,1,1,0,0,1,1,E01010573
42792,2019136720426,417078.0,435157.0,-1.7421220000000002,53.812437,13,3,2,1,02/07/2019,3,09:26,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01010602
42797,2019136721083,416075.0,434104.0,-1.757409,53.803005000000006,13,2,5,3,02/07/2019,3,14:50,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01033693
42798,2019136721186,419148.0,431335.0,-1.710921,53.778014,13,3,1,1,02/07/2019,3,15:30,200,E08000032,6,0,6,30,3,4,6,0,0,1,1,1,1,0,0,1,1,E01010819
42801,2019136722146,418683.0,433051.0,-1.7178740000000001,53.793454000000004,13,3,2,2,02/07/2019,3,23:00,200,E08000032,3,647,6,30,0,-1,-1,0,0,8,4,1,1,0,0,1,1,E01010620
42804,2019136731141,418901.0,436945.0,-1.7143279999999999,53.828444999999995,13,2,2,1,03/07/2019,4,15:50,200,E08000032,6,0,6,30,3,4,3,658,0,0,1,1,1,0,0,1,1,E01010689
42813,2019136741272,417915.0,438463.0,-1.7292189999999998,53.842123,13,3,2,1,04/07/2019,5,16:20,200,E08000032,3,657,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01010685
42815,2019136741352,417674.0,437910.0,-1.7329139999999998,53.837161,13,3,2,1,04/07/2019,5,17:00,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01010688
42817,2019136741588,408767.0,431276.0,-1.8684479999999999,53.777758999999996,13,3,2,2,04/07/2019,5,18:30,200,E08000032,3,644,6,30,9,4,6,0,0,0,1,1,1,0,0,2,1,E01010796
42824,2019136750836,418018.0,436819.0,-1.72775,53.827343000000006,13,2,2,1,05/07/2019,6,13:40,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01010655
42826,2019136751011,416774.0,443323.0,-1.7462950000000002,53.885841000000006,13,3,1,1,04/07/2019,5,14:34,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01010774
42837,2019136760572,405384.0,440647.0,-1.9196240000000002,53.862030000000004,13,3,2,1,06/07/2019,7,09:28,200,E08000032,4,6143,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01010725
42841,2019136760928,416413.0,433755.0,-1.7522950000000002,53.799856999999996,13,3,2,1,06/07/2019,7,13:10,200,E08000032,3,6181,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,E01033693
42845,2019136761795,412805.0,429896.0,-1.807231,53.765273,13,3,2,3,06/07/2019,7,20:12,200,E08000032,4,6147,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01033695
42847,2019136761899,417148.0,433439.0,-1.741154,53.79699399999999,13,2,2,1,06/07/2019,7,21:10,200,E08000032,3,658,6,30,3,4,6,0,0,4,1,1,1,0,0,1,1,E01010617
42852,2019136771141,415024.0,432207.0,-1.7734580000000002,53.785986,13,2,1,1,07/07/2019,1,15:25,200,E08000032,6,0,6,20,3,4,6,0,0,0,1,1,1,0,0,1,1,E01010839
42857,2019136780284,414280.0,433667.0,-1.7846830000000002,53.799129,13,3,2,2,08/07/2019,2,06:29,200,E08000032,3,6177,6,30,6,2,4,6145,0,5,1,1,1,0,0,1,1,E01010833
42858,2019136780691,417499.0,432939.0,-1.7358529999999999,53.792488,13,3,2,2,08/07/2019,2,11:43,200,E08000032,6,0,6,30,6,4,3,657,0,0,1,1,1,0,0,1,1,E01010606
42860,2019136781221,405920.0,440647.0,-1.9114740000000001,53.862024,13,3,1,1,08/07/2019,2,15:55,200,E08000032,3,629,6,30,8,4,6,0,0,0,1,1,1,0,0,1,1,E01010711
42861,2019136781687,418132.0,433021.0,-1.7262400000000002,53.793204,13,3,1,2,08/07/2019,2,19:20,200,E08000032,6,0,6,20,3,4,6,0,0,0,1,1,2,0,0,1,1,E01010624
42862,2019136781738,419129.0,430825.0,-1.711241,53.773431,13,2,1,1,08/07/2019,2,19:46,200,E08000032,6,0,6,20,0,-1,-1,0,0,0,1,2,2,0,0,1,1,E01010822
42864,2019136781866,417794.0,430622.0,-1.7315080000000003,53.771653,13,3,2,1,08/07/2019,2,17:35,200,E08000032,3,6177,3,40,0,-1,-1,0,0,4,1,1,1,0,0,1,2,E01010815
42871,2019136791086,417627.0,431000.0,-1.7340200000000001,53.775056000000006,13,2,1,1,10/07/2019,4,15:14,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01010615
42879,20191367A1066,411246.0,437981.0,-1.830588,53.837976,13,3,2,6,10/07/2019,4,15:05,200,E08000032,4,6265,6,40,3,4,6,0,0,0,1,1,1,0,0,1,1,E01010596
42881,20191367A1239,417896.0,430893.0,-1.729945,53.774086,13,2,2,1,10/07/2019,4,16:21,200,E08000032,3,6177,3,40,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01010615
42882,20191367A1456,418563.0,433351.0,-1.7196779999999998,53.796155000000006,13,3,2,1,10/07/2019,4,14:56,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01010620
42886,20191367A2161,409620.0,440722.0,-1.855213,53.862643999999996,13,3,1,1,10/07/2019,4,23:20,200,E08000032,3,650,3,70,1,4,4,6265,0,0,4,2,2,0,0,1,1,E01010765
42896,20191367B1654,408489.0,434673.0,-1.872575,53.808296,13,2,2,1,11/07/2019,5,18:36,200,E08000032,6,0,6,60,6,4,6,0,0,0,1,1,1,0,0,2,1,E01010590
42901,20191367B1814,405827.0,442496.0,-1.912853,53.878643999999994,13,3,2,1,11/07/2019,5,19:46,200,E08000032,4,6265,6,30,6,4,6,0,0,0,1,1,1,0,0,1,1,E01010727
42911,20191367C1391,413502.0,437444.0,-1.796329,53.833096999999995,13,3,2,1,12/07/2019,6,16:00,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,E01010785
42913,20191367D0367,418110.0,432925.0,-1.726579,53.792342000000005,13,3,2,1,13/07/2019,7,09:00,200,E08000032,3,6181,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01010611
42928,20191367E0365,419194.0,437047.0,-1.70987,53.829351,13,2,3,1,14/07/2019,1,04:04,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,4,2,2,0,0,1,1,E01010654
42929,20191367E0456,419043.0,437281.0,-1.71215,53.83146,13,2,2,1,14/07/2019,1,07:05,200,E08000032,3,657,6,30,6,2,3,658,0,4,1,1,1,0,0,1,1,E01010689
42930,20191367E0915,419118.0,432438.0,-1.7113080000000003,53.787929000000005,13,3,1,1,14/07/2019,1,11:50,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01010610
42935,20191367F0276,421334.0,429940.0,-1.677846,53.765392000000006,13,3,2,2,15/07/2019,2,07:45,200,E08000032,6,0,6,40,8,4,6,0,0,0,1,1,1,0,0,1,1,E01010816
42947,20191367G0777,414901.0,436049.0,-1.7751400000000002,53.820521,13,3,1,1,16/07/2019,3,11:59,200,E08000032,3,650,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,E01010793
42959,20191367H1500,416889.0,432527.0,-1.7451349999999999,53.788805,13,3,2,1,17/07/2019,4,16:55,200,E08000032,3,650,3,40,3,4,6,0,0,0,1,1,1,0,0,1,1,E01010613
42971,20191367I1571,418927.0,433257.0,-1.714158,53.795297,13,3,2,1,18/07/2019,5,18:00,200,E08000032,6,0,6,30,3,4,3,647,0,0,1,1,1,0,0,1,1,E01010620
42985,20191367J1797,415033.0,432877.0,-1.773289,53.792007,13,2,1,1,19/07/2019,6,20:00,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01010836
42992,20191367K0938,412282.0,447501.0,-1.814468,53.923516000000006,13,3,1,1,20/07/2019,7,13:00,200,E08000032,6,0,6,30,0,-1,-1,0,0,1,1,1,1,0,0,1,1,E01010691
42994,20191367K1310,414219.0,431558.0,-1.7857049999999999,53.780175,13,3,2,1,20/07/2019,7,16:39,200,E08000032,3,647,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01010663
42998,20191367L0347,411183.0,433563.0,-1.831705,53.798269,13,2,1,2,21/07/2019,1,04:00,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,4,1,1,0,0,2,1,E01010802
43001,20191367L0846,416301.0,432745.0,-1.754048,53.790783,13,3,2,1,21/07/2019,1,12:47,200,E08000032,3,641,1,30,1,2,6,0,0,0,1,1,1,0,0,1,1,E01010834
43007,20191367M1656,413686.0,434389.0,-1.793669,53.805634,13,3,1,1,22/07/2019,2,11:15,200,E08000032,6,0,2,20,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01010809
43009,20191367N0378,401738.0,444602.0,-1.9750400000000001,53.897601,13,2,2,2,23/07/2019,3,08:19,200,E08000032,4,6265,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01010644
43010,20191367N0503,412542.0,439375.0,-1.8108380000000002,53.850476,13,3,2,1,23/07/2019,3,10:02,200,E08000032,6,0,6,20,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01010583
43013,20191367N0778,417329.0,432960.0,-1.738432,53.792683,13,3,2,2,23/07/2019,3,12:00,200,E08000032,3,647,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01010613
43015,20191367N1558,409744.0,440987.0,-1.85332,53.865023,13,3,2,2,23/07/2019,3,17:45,200,E08000032,4,6265,1,30,1,4,4,6265,0,0,1,1,2,0,0,1,2,E01010709
43017,20191367N1716,411909.0,435781.0,-1.820598,53.818188,13,3,1,1,23/07/2019,3,18:46,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01010669
43022,20191367O0333,417194.0,432389.0,-1.7405130000000002,53.787555000000005,13,3,2,1,24/07/2019,4,06:58,200,E08000032,3,650,3,40,1,4,6,0,0,0,1,1,2,0,0,1,1,E01010613
43030,20191367O1321,416588.0,434137.0,-1.7496180000000001,53.803284999999995,13,3,2,1,24/07/2019,4,16:20,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01010830
43035,20191367O2047,416907.0,435006.0,-1.7447270000000001,53.811085,13,3,2,1,24/07/2019,4,21:07,200,E08000032,3,6177,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,E01010602
43036,20191367O2159,416905.0,435007.0,-1.744757,53.811094999999995,13,3,2,1,24/07/2019,4,21:49,200,E08000032,3,6177,6,30,3,2,3,6176,0,0,4,1,1,0,0,1,1,E01010602
43038,20191367P0549,411602.0,447809.0,-1.824811,53.9263,13,3,1,1,25/07/2019,5,10:20,200,E08000032,3,65,6,30,0,-1,-1,0,0,4,1,1,1,0,0,1,1,E01010695
43041,20191367P1186,412204.0,448518.0,-1.815616,53.932658999999994,13,3,2,2,25/07/2019,5,15:20,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01010694
43047,20191367P2174,415715.0,429744.0,-1.763095,53.763828000000004,13,3,2,1,25/07/2019,5,14:00,200,E08000032,3,6036,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01010748
43048,20191367Q0337,410266.0,442298.0,-1.8453389999999998,53.876796,13,2,1,1,26/07/2019,6,06:42,200,E08000032,6,0,6,20,3,4,6,0,0,0,1,1,1,0,0,2,1,E01010706
43049,20191367Q0400,415552.0,431906.0,-1.7654590000000001,53.783265,13,3,2,1,26/07/2019,6,08:04,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01010731
43052,20191367Q1009,406152.0,440016.0,-1.9079580000000003,53.85635,13,2,2,1,26/07/2019,6,14:00,200,E08000032,6,0,6,20,6,4,6,0,0,0,1,1,1,0,0,1,1,E01010713
43055,20191367Q1766,414827.0,434070.0,-1.776359,53.802735999999996,13,3,1,1,26/07/2019,6,19:15,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01010843
43058,20191367R0938,415909.0,433394.0,-1.7599650000000002,53.796628000000005,13,3,2,1,27/07/2019,7,12:45,200,E08000032,3,6181,6,30,6,4,6,0,0,0,1,2,2,0,0,1,2,E01033691
43070,20191367S1136,414637.0,436548.0,-1.7791270000000001,53.825013,13,3,2,1,28/07/2019,1,15:26,200,E08000032,3,650,6,30,3,4,6,0,0,4,1,1,2,0,0,1,1,E01010791
43072,20191367T0051,415869.0,431260.0,-1.7606810000000002,53.777449,13,3,2,5,29/07/2019,2,00:34,200,E08000032,3,641,3,30,0,-1,-1,0,0,0,1,2,2,0,0,1,1,E01010732
43074,20191367T0609,417146.0,436226.0,-1.7410299999999999,53.82204300000001,13,3,2,1,29/07/2019,2,10:46,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01010605
43079,20191367T1362,417272.0,432898.0,-1.7393009999999998,53.792127,13,3,1,1,29/07/2019,2,16:43,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01010608
43082,20191367U0052,414332.0,434315.0,-1.7838630000000002,53.804951,13,2,2,2,30/07/2019,3,00:30,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01010808
43089,20191367U1379,416383.0,428305.0,-1.753038,53.750873999999996,13,3,2,1,30/07/2019,3,16:20,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,2,2,4,0,1,1,E01010865
43098,20191367V1486,412046.0,433347.0,-1.818611,53.796307999999996,13,3,1,1,31/07/2019,4,18:25,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,2,0,0,1,1,E01010631
43112,2019136820377,419042.0,437280.0,-1.7121650000000002,53.831451,13,3,2,1,02/08/2019,6,07:45,200,E08000032,3,658,6,30,6,2,3,657,0,4,1,1,1,0,0,1,1,E01010689
43115,2019136821210,413898.0,434446.0,-1.7904470000000001,53.80614,13,3,2,1,02/08/2019,6,13:45,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01010809
43117,2019136821411,416643.0,433566.0,-1.7488130000000002,53.798151000000004,13,3,2,2,01/08/2019,5,17:21,200,E08000032,6,0,6,30,6,2,6,0,0,0,1,1,1,0,0,1,1,E01033693
43119,2019136821932,414412.0,432903.0,-1.782714,53.792258,13,3,2,1,02/08/2019,6,19:57,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01010833
43123,2019136830919,405604.0,440859.0,-1.916275,53.863932999999996,13,2,1,1,03/08/2019,7,12:15,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01010725
43125,2019136840522,416345.0,432548.0,-1.753391,53.789011,13,3,2,1,04/08/2019,1,07:45,200,E08000032,3,641,3,40,6,2,3,647,0,5,1,1,1,0,0,1,1,E01010730
43135,2019136850158,406257.0,441460.0,-1.9063330000000003,53.869327,13,2,3,1,05/08/2019,2,22:14,200,E08000032,6,0,6,30,9,4,6,0,0,0,4,1,1,0,0,1,1,E01010702
43138,2019136851225,415628.0,430717.0,-1.7643650000000002,53.772576,13,3,2,1,05/08/2019,2,15:40,200,E08000032,3,6177,6,30,3,4,6,0,0,4,1,1,1,0,0,1,1,E01010744
43143,2019136860220,417754.0,433558.0,-1.7319470000000001,53.79804300000001,13,3,2,1,06/08/2019,3,03:10,200,E08000032,5,0,6,30,3,4,4,6381,0,4,4,1,1,0,0,1,1,E01010607
43146,2019136860499,416272.0,432568.0,-1.754498,53.789193000000004,13,3,2,2,05/08/2019,2,21:45,200,E08000032,3,647,3,40,6,2,3,647,0,0,4,1,1,0,0,1,2,E01010730
43151,2019136870451,416692.0,435817.0,-1.7479490000000002,53.818381,13,1,1,1,07/08/2019,4,09:42,200,E08000032,6,0,6,40,0,-1,-1,0,0,0,1,1,2,0,0,1,1,E01010597
43152,2019136870587,415628.0,429116.0,-1.764446,53.758187,13,2,2,1,07/08/2019,4,11:10,200,E08000032,3,641,3,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01010750
43155,2019136871364,417020.0,433019.0,-1.74312,53.793223,13,3,2,1,07/08/2019,4,17:13,200,E08000032,3,650,3,30,6,2,3,647,0,5,1,1,1,0,0,1,1,E01010606
43161,2019136880745,413224.0,447348.0,-1.8001310000000001,53.922118999999995,13,2,1,1,17/08/2019,7,12:30,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01010696
43165,2019136882035,410271.0,429720.0,-1.845677,53.763746999999995,13,3,1,2,08/08/2019,5,21:38,200,E08000032,6,0,6,30,9,4,6,0,0,0,6,1,1,5,0,2,1,E01010759
43170,2019136891006,408875.0,441694.0,-1.866513,53.871393000000005,13,3,2,1,09/08/2019,6,13:51,200,E08000032,4,6265,6,30,3,2,6,0,0,5,1,1,2,0,0,2,1,E01010709
43172,2019136891207,406039.0,441129.0,-1.9096549999999999,53.866355000000006,13,3,3,1,09/08/2019,6,15:30,200,E08000032,3,629,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01010710
43176,2019136891752,418663.0,430492.0,-1.718331,53.770455000000005,13,3,2,1,09/08/2019,6,19:17,200,E08000032,3,650,6,30,0,-1,-1,0,0,0,1,2,2,0,0,1,1,E01010822
43178,2019136891965,405581.0,440078.0,-1.916638,53.856914,13,3,2,1,09/08/2019,6,18:30,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,E01010714
43182,20191368A1022,414280.0,433667.0,-1.7846830000000002,53.799129,13,3,2,2,10/08/2019,7,14:25,200,E08000032,4,6145,6,30,6,2,3,6177,0,5,1,1,1,0,0,1,1,E01010833
43183,20191368A1088,406040.0,441185.0,-1.9096389999999999,53.86685799999999,13,3,2,2,10/08/2019,7,15:00,200,E08000032,3,629,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01010710
43187,20191368A1809,413911.0,434402.0,-1.790252,53.805744999999995,13,3,1,1,10/08/2019,7,21:12,200,E08000032,6,0,6,30,3,4,6,0,0,0,4,1,2,0,0,1,1,E01010809
43199,20191368C1167,415840.0,434703.0,-1.760946,53.808395,13,3,2,1,12/08/2019,2,16:20,200,E08000032,3,6177,6,30,6,2,5,0,0,5,1,1,1,0,2,1,1,E01010824
43204,20191368C1635,414643.0,436195.0,-1.779052,53.82184,13,3,1,1,12/08/2019,2,19:15,200,E08000032,6,0,6,20,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01010791
43206,20191368D0203,415275.0,427478.0,-1.769881,53.743475,13,2,2,2,13/08/2019,3,04:20,200,E08000032,3,641,6,30,0,-1,-1,0,0,0,4,1,2,0,0,1,1,E01010869
43210,20191368D1093,413974.0,437494.0,-1.7891560000000002,53.833534,13,3,1,1,13/08/2019,3,15:36,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01010788
43214,20191368D1406,410161.0,431360.0,-1.847292,53.778489,13,3,2,3,13/08/2019,3,18:50,200,E08000032,6,0,6,30,9,4,6,0,0,0,1,1,1,0,0,2,1,E01010796
43220,20191368E0938,410801.0,439109.0,-1.8373119999999998,53.848124,13,3,1,1,14/08/2019,4,15:14,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01010578
43235,20191368G0084,416280.0,432712.0,-1.7543689999999998,53.790487,13,3,2,1,16/08/2019,6,20:55,200,E08000032,3,641,3,30,0,-1,-1,0,0,0,4,1,1,0,0,1,2,E01033690
43243,20191368G1405,414366.0,431826.0,-1.7834619999999999,53.78258,13,3,1,1,16/08/2019,6,18:30,200,E08000032,6,0,6,30,6,2,3,647,0,0,1,2,2,0,0,1,1,E01010839
43244,20191368G1689,414827.0,426047.0,-1.776741,53.730626,13,3,2,1,16/08/2019,6,21:00,200,E08000032,3,58,6,30,6,2,3,641,0,0,4,1,2,0,0,1,1,E01010871
43248,20191368H0066,419211.0,433010.0,-1.709862,53.793066,13,3,2,1,17/08/2019,7,00:10,200,E08000032,6,0,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,E01010610
43249,20191368H0187,413937.0,433988.0,-1.7898759999999998,53.802023,13,3,1,1,17/08/2019,7,00:30,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,6,1,2,0,0,1,1,E01010803
43251,20191368H0490,415504.0,436444.0,-1.7659610000000001,53.824053,13,3,2,1,17/08/2019,7,08:00,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01010776
43253,20191368H2047,419069.0,430249.0,-1.712186,53.76825600000001,13,3,1,1,17/08/2019,7,22:44,200,E08000032,3,650,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,E01010814
43255,20191368I0490,419595.0,438457.0,-1.703688,53.842009,13,3,1,1,18/08/2019,1,06:39,200,E08000032,3,658,6,30,0,-1,-1,0,0,0,1,1,2,0,0,1,1,E01010683
43257,20191368I0878,415295.0,433095.0,-1.7693009999999998,53.793958999999994,13,3,4,1,18/08/2019,1,12:30,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01010833
43265,20191368J0534,416769.0,430267.0,-1.747078,53.768496,13,3,2,1,19/08/2019,2,10:15,200,E08000032,3,6177,3,30,3,4,6,0,0,0,1,1,1,0,0,1,2,E01010616
43267,20191368J0823,411755.0,439048.0,-1.822813,53.84755500000001,13,3,1,1,19/08/2019,2,12:50,200,E08000032,6,0,6,30,3,2,6,0,0,5,1,1,1,0,0,1,1,E01010584
43269,20191368J0951,412960.0,435283.0,-1.804655,53.813687,13,3,3,1,19/08/2019,2,14:00,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01010671
43272,20191368J1266,418996.0,430279.0,-1.7132919999999998,53.768529,13,3,2,1,19/08/2019,2,16:25,200,E08000032,6,0,6,30,3,4,3,650,0,0,1,1,1,0,0,1,1,E01010814
43275,20191368J2091,405758.0,440451.0,-1.9139400000000002,53.860264,13,3,2,1,19/08/2019,2,20:00,200,E08000032,6,0,6,30,6,4,6,0,0,0,1,1,1,0,0,1,2,E01010711
43280,20191368K1249,410942.0,435000.0,-1.8353130000000002,53.811189,13,3,1,1,20/08/2019,3,16:30,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01010672
43282,20191368K1615,408809.0,430838.0,-1.867823,53.773821999999996,13,2,1,1,20/08/2019,3,18:45,200,E08000032,6,0,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01010754
43295,20191368M0542,419235.0,430176.0,-1.709673,53.767593999999995,13,3,2,1,22/08/2019,5,11:00,200,E08000032,3,650,6,30,0,-1,-1,0,0,5,1,2,2,0,0,1,1,E01010814
43298,20191368M1167,414696.0,440544.0,-1.77804,53.860927000000004,13,2,2,2,22/08/2019,5,16:10,200,E08000032,6,0,6,50,0,-1,-1,0,0,0,1,1,2,0,0,2,1,E01010573
43312,20191368N1136,403162.0,434807.0,-1.953466,53.809557999999996,13,3,2,1,23/08/2019,6,15:15,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,2,2,E01010858
43313,20191368N1200,411335.0,433541.0,-1.8293979999999999,53.79806800000001,13,3,1,1,23/08/2019,6,15:49,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01010802
43315,20191368N1435,410098.0,429750.0,-1.8483,53.764019999999995,13,3,2,1,23/08/2019,6,17:00,200,E08000032,6,0,6,30,3,1,6,0,0,0,1,1,1,0,0,1,1,E01010759
